FID IID In_Regression PRS
083175Sm 1100588401 No 0.0531742667
083177Sm 5500006601 No 0.00715938889
083178Sm 5500008301 No 0.0255478444
083180Sm 5500015401 No 0.00921367778
083181Sm 6100047201 No 0.108309844
083187Sm 5500006801 No 0.0489376556
083188Sm 5500008801 No 0.0308601778
083190Sm 5500014701 No 0.0118194
083192Sm 1100283801 No 0.0054927
083194Sm 5500003901 No -0.0135635444
083195Sm 5500006901 No 0.0612863333
083196Sm 5500009001 No -0.00314883333
083198Sm 5500015301 No 0.0467911667
083199Sm 6100047101 No 0.305101578
083203Sm 5500004301 Yes 0.0423962
083204Sm 5500007001 No 0.0197724667
083205Sm 5500009101 Yes 0.0285480889
083207Sm 5500014501 No 0.0218152444
083208Sm 6100047001 No -0.0293000333
083211Sm 1100597501 No 0.091557
083212Sm 5500004901 No 0.0359650222
083213Sm 5500007101 No 0.0900533556
083214Sm 5500009301 No -0.0110987111
083216Sm 5500010501 Yes 0.0256206667
083221Sm 5500006101 No -0.00618294444
083222Sm 5500007201 No 0.00459928889
083223Sm 5500011201 No 0.0919633111
083225Sm 5500009701 No 0.00650384444
083230Sm 5500006301 Yes -0.00341971111
083231Sm 5500007301 No 0.00579991111
083232Sm 5500011401 Yes 0.0590330333
083233Sm 5500013901 No -0.00403941111
083234Sm 5500011601 No -0.00375404444
083236Sm 5500028301 No 0.0352214778
083237Sm 5500022201 No 0.0120758
083238Sm 5500025601 No -0.0328197667
083240Sm 8120011001 No 0.0211538444
083241Sm 6110020101 No -0.0401981556
083242Sm 6110025401 No -0.00619244444
083243Sm 6100045501 No 0.128315911
083244Sm 5500013201 No 0.00528638889
083245Sm 5500028201 No -0.00366548889
083246Sm 5500017001 No -0.0162457111
083247Sm 5500022701 No -0.0145020222
083248Sm 8120002801 No -0.00480867778
083249Sm 8110034002 No 0.00192331111
083250Sm 6110020301 No -0.0209375111
083251Sm 6110027201 Yes 0.0271485222
083253Sm 5500012701 No 0.0463447111
083254Sm 5500028101 No -0.0126533778
083256Sm 5500026501 No 0.148085167
083257Sm 8120003201 No 0.0868066111
083259Sm 6110020401 No 0.0576545889
083261Sm 6120211501 No -0.0223795444
083262Sm 5500010301 Yes 0.101810178
083263Sm 5500028001 Yes 0.0210122
083264Sm 5500017201 Yes 0.0644346
083265Sm 5500026401 Yes 0.0404701444
083266Sm 8120003401 No 0.145886367
083268Sm 6110022901 No 0.0111528111
083269Sm 6110033601 No 0.0377396889
083270Sm 6120214601 No 0.0167712111
083271Sm 5500008701 No 0.0357887222
083272Sm 5500014901 Yes -0.0124000667
083273Sm 5500025401 No 0.0109909444
083274Sm 5500027201 No 0.0558633333
083275Sm 8120003701 No 0.0257477333
083277Sm 6110023001 No 0.0260660889
083279Sm 6120215801 No 0.0604940667
083281Sm 5500008001 No 0.0108090778
083284Sm 5500029101 No -0.0298701222
083285Sm 8120003801 No 0.0169726556
083286Sm 6110003001 No 0.00773947778
083287Sm 6110023701 No -0.0200738222
083289Sm 6120217201 No 0.0406734111
083290Sm 5500007601 No 0.00133547778
083291Sm 5500024501 Yes -0.0267747444
083292Sm 5500025701 No 0.0712849778
083293Sm 5500027601 Yes 0.0416259778
083294Sm 8120006401 No 0.0514152222
083296Sm 6110023801 No 0.0553597222
083297Sm 6110044901 No 0.0674543222
083298Sm 6100045601 No 0.0108735
083299Sm 5500007801 No 0.0254024778
083300Sm 5500021401 Yes 0.0229938889
083301Sm 5500024901 Yes -0.0166014889
083303Sm 8120001702 No 0.00632764444
083304Sm 6110012001 Yes 0.0302213667
083305Sm 6110023901 No 0.0203298222
083308Sm 5500027701 No 0.0189713444
083309Sm 5500013301 Yes 0.0151575
083310Sm 8110035202 No 0.160785944
083311Sm 6100048301 Yes 0.00934181111
083312Sm 8120009901 No 0.0104715556
083313Sm 6110019001 Yes 0.0227922778
083314Sm 6110025101 Yes 0.0430553444
083315Sm 6120201601 Yes -0.0187396222
083316Sm 6120220401 No 0.0563542222
083318Sm 6100032501 Yes 0.0181646667
083319Sm 6100035101 No 0.0340217889
083320Sm 6100039701 Yes 0.0284829111
083321Sm 6100042901 Yes 0.000635388889
083322Sm 5500043701 No 0.107091544
083327Sm 6100032601 Yes 0.00454612222
083328Sm 6100036901 No 0.0180281
083329Sm 6100039801 No -0.0178386111
083330Sm 6100043801 No 0.000337844444
083336Sm 6100034001 No -0.0486772222
083337Sm 6100038601 No -0.00921206667
083338Sm 6100039901 Yes 0.0600206111
083344Sm 6100030901 No 0.120656967
083346Sm 6100038901 Yes -0.00217368889
083347Sm 6100040001 No 0.0436829778
083353Sm 6100031001 No 0.0249937667
083354Sm 6100034201 No 0.109539433
083355Sm 6100039001 No 0.0096812
083356Sm 6100040101 No 0.00934275556
083357Sm 6100044101 Yes 3.40555556e-05
083359Sm 6100049201 Yes 0.00645602222
083362Sm 6100031201 Yes 0.0215535333
083363Sm 6100034301 No 0.0565304111
083364Sm 6100039101 Yes 0.0615322333
083365Sm 6100040201 Yes 0.0130702667
083371Sm 6100032101 Yes 0.0707947
083372Sm 6100034401 No 0.0717312556
083373Sm 6100039201 Yes 0.0558918111
083374Sm 6100040301 Yes -0.0115546556
083375Sm 6100044301 No 0.0198534556
083381Sm 6100032301 Yes 0.0349234444
083382Sm 6100034501 No 0.0411722889
083383Sm 6100039301 No 0.138554856
083384Sm 6100041901 No -0.0128906444
083390Sm 6100032401 No 0.00179698889
083391Sm 6100035001 Yes 0.0251646556
083392Sm 6100039401 No 0.00834783333
083393Sm 6100042201 Yes 0.00737275556
083402Sm 6110046101 No 0.0179239222
083406Sm 6100029501 No -0.0143045667
083407Sm 1100592101 No 0.101559744
083411Sm 6100043401 Yes 0.0190147556
083412Sm 6120229401 No 0.0707375444
083413Sm 6100042801 No 0.138420811
083414Sm 8120000701 Yes 0.0771952333
083415Sm 8110030801 No 0.00391963333
083416Sm 1100245001 No 0.00873167778
083420Sm 6100043101 No -0.00808882222
083421Sm 6120223801 Yes 0.00284584444
083423Sm 8110044501 Yes 0.0297068556
083424Sm 8110029801 No 0.00317884444
083425Sm 8110030001 No 0.0422867111
083429Sm 6100042301 Yes 0.0160258556
083430Sm 6120214401 No -0.0079469
083433Sm 8110030701 Yes 0.00471453333
083437Sm 6110028301 No 0.0401145444
083438Sm 6100042101 Yes 0.0501577556
083442Sm 8110029001 No 0.0651944889
083446Sm 6120212301 No 0.0161475667
083447Sm 6100041101 No 0.0519198889
083448Sm 6120212001 No -0.0237202667
083449Sm 6100042401 No 0.045969
083451Sm 8110028801 Yes -0.0115553556
083455Sm 6120229501 No 0.002379
083456Sm 6100040601 Yes 0.0481647667
083457Sm 6120211901 No 0.0591132889
083464Sm 6120229601 No -0.0112490444
083465Sm 6110014901 No 0.00607795556
083468Sm 6100037301 No 0.0236273444
083473Sm 6120206801 No 0.030849
083483Sm 5500044101 No 0.00373801111
083484Sm 6100055201 No 0.0479352333
083485Sm 8120017901 No 0.0270349444
083492Sm 5500057302 No 0.0484715667
083493Sm 6100055401 No 0.000190377778
083494Sm 8120018001 No 0.0268414556
083501Sm 5500060902 No 0.0198291889
083502Sm 6100055501 Yes -0.0215171
083503Sm 8120018301 No 0.188244167
083510Sm 5500061202 No 0.00448972222
083512Sm 8120018401 Yes 0.0718792111
083515Sm 1100548101 Yes 0.0135689444
083516Sm 1100590601 No 0.0796566111
083519Sm 5500074801 No 0.0456215556
083520Sm 8120014802 No 0.0195227111
083521Sm 8120018501 No 0.193158744
083528Sm 5500074901 No -0.0425135111
083529Sm 8120017001 No 0.0435444556
083530Sm 1100610701 Yes 0.0276971333
083538Sm 8120017101 No -0.0511304
083546Sm 6100054801 No -0.00410463333
083547Sm 8120017301 No 0.115440044
083552Sm 1100272001 No 0.153411933
083555Sm 6100055101 No 0.0121504889
083556Sm 8120017601 No 0.1430463
083559Sm 1100254101 No 0.1000972
083561Sm 1100581701 No 0.0525753889
083564Sm 5500003101 No -0.00734273333
083565Sm 5500029001 No -0.00425933333
083567Sm 5500057702 No 0.0116370556
083568Sm 5500066102 No 0.0229066111
083577Sm 5500057602 No -0.0265398444
083578Sm 5500065202 No 0.00919087778
083579Sm 6100056401 No 0.0457404667
083580Sm 6100051601 No 0.0481172667
083582Sm 5500027901 No 0.00581501111
083583Sm 5500029501 Yes 0.0756774556
083584Sm 5500027401 No 0.0249983333
083586Sm 5500064102 No 0.0200838667
083587Sm 5500062102 No -0.00982295556
083591Sm 5500010401 No 0.00790843333
083592Sm 5500029301 No 0.0653425556
083593Sm 5500009801 No 0.00353864444
083595Sm 5500065002 No 0.0296189222
083598Sm 6100051901 Yes 0.0628292222
083599Sm 8120010401 No 0.0607822
083600Sm 5500003601 No -0.0114472556
083601Sm 5500027501 No 0.0876646667
083602Sm 5500014201 No 0.00862433333
083604Sm 5500064602 No 0.0210022889
083605Sm 6100051802 No 0.0438399667
083606Sm 6100056501 No -0.0142778222
083607Sm 6100052201 No -0.0295712444
083608Sm 8110044902 No 0.0111247556
083609Sm 5500003501 No 0.0377554778
083610Sm 5500028601 No 0.102241267
083611Sm 5500012201 Yes -0.0197694333
083613Sm 5500063902 No 0.0502977333
083616Sm 6100052601 No 0.0104859
083617Sm 8120010501 No -0.00564728889
083618Sm 5500003701 No -0.0400837556
083619Sm 5500028701 Yes -0.0231856556
083622Sm 5500051502 No 0.00256155556
083627Sm 5500003801 No -0.0344944222
083628Sm 5500017101 Yes 0.0717969889
083631Sm 5500066202 No 0.132506
083632Sm 6100052402 No 0.0908996444
083633Sm 6100052501 No 0.0690602667
083636Sm 5500003201 No 0.0163824667
083637Sm 5500027301 No 0.00639912222
083640Sm 5500067901 Yes -0.0169644556
083646Sm 8120005104 No 0.08355
083652Sm 8110030501 No 0.0112612889
083657Sm 6100023504 No 0.0101235778
083658Sm 8120004201 Yes 0.0262138444
083674Sm 8120018201 No 0.0888400444
083679Sm 8120013902 No 0.0601197222
083692Sm 5500013701 Yes 0.0657655556
083707Sm 8120004801 No 0.0678090222
083710Sm 5500003401 No 0.0319367889
083711Sm 5500004401 No -0.0322497444
083712Sm 5500079001 No -0.00131628889
083725Sm 5500060402 No -0.00194998889
083726Sm 5500032301 No 0.0343931333
083727Sm 5500030602 No 0.0214872111
083728Sm 5500060702 No 0.00723883333
083729Sm 5500061802 No 0.0131000444
083730Sm 5500061902 No 0.0244495889
083731Sm 5500062502 No 0.0187100667
083732Sm 5500062702 No -0.0148250889
083733Sm 5500069001 No 0.0751413667
083737Sm 6100055601 No -0.0217838222
083739Sm 6100057301 No 0.0176214667
083740Sm 6100057401 No -0.00385695556
083741Sm 6100052302 No 0.0588075444
083743Sm 6100056601 No -0.005809
083744Sm 6100057701 No 0.0300617111
083745Sm 6100057501 Yes 0.0102005889
083746Sm 6100057201 No -0.00654818889
083749Sm 6100057601 No 0.00811237778
083750Sm 5500064902 No -0.00250926667
083751Sm 5500039001 No -0.0153577444
083753Sm 5500052301 No -0.0340388
083757Sm 5500028501 No 0.0105880333
083758Sm 5500045701 No 0.0332868
083760Sm 5500047701 No 0.0204786556
083761Sm 5500047801 No -0.0340109556
083762Sm 5500074101 Yes 0.0311462556
083763Sm 5500078101 Yes 0.0541709222
083764Sm 5500078301 No 0.0306574111
083769Sm 5500079101 Yes -0.0191893
083775Sm 8120019201 No -0.0418507667
083779Sm 1100427101 Yes -0.0257572889
083781Sm 8120019401 No 3.00555556e-05
083789Sm 8120019501 No 0.110156656
083791Sm 5500073702 No 0.0233277333
083792Sm 1100314001 No 0.0845892111
083793Sm 8110019001 No -0.0381240444
083794Sm 1100618602 No -0.0166231
083795Sm 5500030001 No 0.139735744
083796Sm 5500047501 No -0.00375546667
083797Sm 8110005001 Yes 0.0360985333
083798Sm 5100236701 No 0.0100205222
083802Sm 8110007501 No 0.0913302778
083804Sm 5500013601 No 0.120856778
083806Sm 8110000601 No 0.0559954556
083807Sm 8110019801 No 0.0339185667
083809Sm 6110012801 No -0.0534495333
083810Sm 5500023201 No 0.0119749444
083811Sm 8110003301 Yes -0.00857527778
083812Sm 8110023001 Yes 0.0819171111
083816Sm 8110022401 Yes 0.0407687111
083818Sm 8110020101 No 0.0566052556
083820Sm 6110007702 No 0.0163568333
083825Sm 8110029501 No 0.0425994444
083829Sm 8110012406 No 0.0410235889
083831Sm 8120002601 No 0.0453771222
083835Sm 5500002601 No 0.0723381444
083837Sm 6120212701 Yes 0.181837489
083841Sm 6100049601 Yes 0.00360124444
083843Sm 8120015401 No 0.0197555667
083844Sm 8120008701 No 0.0530313889
083846Sm 8120004901 No 0.0924876778
083847Sm 5500033901 No 0.0242866
083850Sm 6100034101 No -0.0058266
083852Sm 6110025901 No 0.0140873333
083853Sm 8110028301 No 0.0304825667
083863Sm 5500068901 Yes 0.0253345444
083864Sm 8110019101 No 0.110029311
083866Sm 2507010701 No 0.163407933
083870Sm 8120004301 No -0.0104323556
083877Sm 5500009401 Yes 0.110031311
083878Sm 5500004601 Yes 0.00847934444
083879Sm 8110022701 No 0.00971445556
1 3 No 0.0170902
1 5 No 0.113425111
1 9 No 0.137243267
1 11 No 0.0102899556
1 12 No 0.0519656778
1 17 No 0.0447632222
1 20 No 0.0123229667
1 21 No -0.0212297222
1 24 No -0.00546927778
1 25 Yes -0.0412988333
1 28 No 0.0662241778
1 31 No -0.00734273333
1 32 Yes 0.0163824667
1 34 No 0.0319367889
1 35 No 0.0460253444
1 38 No -0.0344944222
1 39 No -0.0135635444
1 40 No -0.0336939222
1 46 No 0.00847934444
1 47 No -0.0230734667
1 48 Yes 0.00330595556
1 51 No -0.00129561111
1 53 No -0.00880898889
1 54 No 0.00116641111
1 55 No 0.0904843889
1 56 No -0.00677326667
1 59 No 0.0315817222
1 60 No 0.0750926444
1 61 Yes -0.00618294444
1 62 No 0.0657517
1 63 Yes -0.00341971111
1 64 No -0.0167180333
1 66 Yes 0.00715938889
1 70 Yes 0.0197724667
1 72 No 0.00459928889
1 73 No 0.0474111667
1 75 No 0.0062385
1 77 No 0.0468429444
1 79 No 0.0226025889
1 81 No 0.0562649
1 88 No 0.00287651111
1 93 Yes -0.0110987111
1 94 Yes 0.110031311
1 95 No 0.0295140333
1 97 No 0.00650384444
1 98 No 0.00353864444
1 99 No 0.0231967222
1 101 No -0.0166036333
1 102 No 0.0377693778
1 103 No 0.101810178
1 104 No 0.00790843333
1 111 No 0.0298445111
1 112 Yes 0.0919633111
1 118 No 0.0636872778
1 120 No -0.0177415333
1 122 No -0.0117283
1 123 Yes -0.0159724222
1 124 Yes 0.0887244222
1 125 No 0.0188653444
1 128 No 0.0049485
1 129 No -0.00649826667
1 130 No 0.0234868667
1 133 No 0.0151575
1 140 No 0.0156014222
1 142 No 0.0162097778
1 143 No 0.0125448333
1 145 No 0.0218152444
1 146 No 0.0169149111
1 147 Yes 0.0118194
1 148 No -0.0191676222
1 149 Yes -0.0124000667
1 150 No 0.145355022
1 153 No 0.0467911667
1 155 No 0.0107899
1 156 Yes 0.0504757222
1 160 No -0.0384857
1 164 No 0.0500312778
1 167 No 0.00111634444
1 168 No -0.00894872222
1 169 No -0.0191628333
1 171 Yes 0.0717969889
1 176 No 0.0549014333
1 179 No -0.0295486667
1 188 Yes 0.0287060111
1 190 Yes 0.0566323444
1 193 No 0.0034335
1 194 No 0.0189674222
1 195 Yes 0.0285067667
1 201 No -0.0140373889
1 203 No 0.0053314
1 205 Yes 0.0226262222
1 207 No 0.00299606667
1 208 No -0.0350117333
1 210 No 0.0134890667
1 213 No -0.0229285778
1 215 No 0.0446204778
1 216 No -0.0245520444
1 217 Yes 0.0821252333
1 218 Yes 0.00608561111
1 221 No 0.0555712
1 224 No 0.0261936889
1 227 No -0.0145020222
1 228 No 0.0244679556
1 231 No -0.0172330556
1 232 No -0.0248350556
1 244 No 0.0361402222
1 245 No -0.0267747444
1 246 Yes 0.0482353
1 248 No 0.0877606889
1 251 Yes -0.00825012222
1 254 Yes 0.0109909444
1 256 No -0.0328197667
1 258 No 0.0603252222
1 259 No -0.000872244444
1 263 No 0.175395333
1 273 No 0.00639912222
1 281 Yes -0.0126533778
1 282 No -0.00366548889
1 284 No 0.00168028889
1 290 No -0.0203661111
1 291 No -0.0224917333
1 298 No 0.0212847667
1 301 No 0.0548902444
1 304 No 0.0235263889
1 305 No 0.0120705556
1 306 Yes 0.0214872111
1 309 No 0.0119702444
1 315 No 0.0535501667
1 317 No 0.0146880889
1 318 No 0.0417345778
1 323 No 0.0343931333
1 326 Yes 0.0721806
1 327 No 0.0474515889
1 329 No 0.0341617111
1 334 Yes 0.0272105444
1 335 No -0.00941878889
1 336 No -0.0367854222
1 338 No -0.0133724333
1 340 Yes 0.0429484
1 345 No 0.0415870222
1 346 No -0.0248406222
1 355 No 0.0394211111
1 356 No 0.00397113333
1 359 No 0.0394506889
1 360 Yes 0.0252176667
1 362 No 0.0427242667
1 363 No 0.0186989444
1 364 No -0.0186841556
1 369 No 0.00909775556
1 375 No 0.0657978444
1 383 No -0.0408630444
1 390 No -0.0153577444
1 398 No 0.0205606556
1 400 No 0.0131426333
1 403 No 0.0425994444
1 404 No 0.0123388667
1 405 No 0.0136701889
1 407 No -0.0137974222
1 415 No 0.0219360556
1 418 No 0.0108097444
1 423 No -0.0181795333
1 428 No 0.00321373333
1 429 Yes 0.0214264889
1 441 Yes 0.00373801111
1 446 No 0.0085571
1 447 No -0.00913258889
1 452 No 0.0486521222
1 463 Yes 0.0468429444
1 468 Yes 0.0168851
1 469 No 0.295124756
1 470 No 0.0670751889
1 471 Yes 0.0501856111
1 475 No -0.00375546667
1 476 No 0.165368167
1 477 No 0.0204786556
1 478 No -0.0340109556
1 479 No 0.0334801444
1 484 No 0.0778033667
1 486 Yes 0.0747507556
1 488 Yes 0.0749139
1 491 No -0.00195005556
1 497 Yes 0.136333633
1 498 No 0.0444600556
1 504 No -0.00824452222
1 505 No 0.0668121556
1 515 No 0.00256155556
1 518 No 0.0164701667
1 520 No 0.0184392333
1 523 No -0.0340388
1 540 No 0.000982955556
1 541 No 0.0329984444
1 542 No 0.0378699556
1 543 No 0.0040022
1 544 Yes -0.00277667778
1 545 No -0.0184100111
1 548 Yes 0.0308179889
1 554 No -0.00537112222
1 564 No 0.0161448778
1 568 No 0.0382905333
1 569 No 0.0472239667
1 572 Yes 0.0893901667
1 573 No 0.0408861222
1 574 No 0.106264944
1 576 No -0.0265398444
1 577 Yes 0.0116370556
1 590 No -0.00763013333
1 596 No 0.00455417778
1 601 No 0.0301744556
1 602 No 0.0527865444
1 603 No -0.0329960889
1 604 No -0.00953543333
1 605 No 0.000243677778
1 610 No -0.024753
1 612 No 0.00448972222
1 620 No 0.0384112667
1 621 No -0.00982295556
1 622 No 0.021254
1 624 No 0.0368636444
1 627 No -0.0148250889
1 630 Yes 0.0555124333
1 631 Yes 0.0693736333
1 632 Yes 0.00435832222
1 633 No 0.0262656667
1 635 No 0.0247399778
1 641 No 0.0200838667
1 642 Yes 0.0178974111
1 643 No 0.119950344
1 652 No 0.00919087778
1 660 No -0.0202712444
1 662 No 0.140091444
1 679 No -0.0169644556
1 686 No 0.112915356
1 690 No 0.0447510556
1 691 No 0.0321071111
1 692 Yes -0.0153089889
1 698 No 0.0401516778
1 699 No -0.0188721111
1 702 No 0.00576417778
1 710 No -0.00438911111
1 716 No 0.0492346556
1 718 No 0.0317594444
1 724 No -0.0281976111
1 727 No 0.0144622333
1 732 No -0.0182501444
1 738 No 0.0444775667
1 739 No 0.0580747222
1 741 No 0.0311462556
1 745 No -0.0142249111
1 748 No 0.0381309778
1 751 No 0.0865123556
1 753 No 0.0114859556
1 759 No 0.0194832111
1 767 No -0.0395660778
1 768 No 0.00601408889
1 771 No -0.0101189333
1 776 No -0.0484484889
1 782 Yes 0.0113016222
1 783 No 0.00267374444
1 785 No 0.136050056
1 790 Yes -0.00131628889
1 791 No -0.0191893
1 795 No 0.124486478
1 796 No 0.0004117
1 800 No 0.000698777778
1 802 No -0.0457926222
1 804 No 0.0524633778
1 805 No 0.0267307889
1 806 No 0.00861353333
1 808 No -0.0080864
1 811 No 0.0255049
1 812 No 0.0234424556
1 815 No 0.0804271778
1 816 No -0.0134343667
1 817 No 0.0346426111
1 819 No 0.107921144
1 822 Yes -0.0040656
1 824 No 0.0440552444
1 825 No -0.0328219111
1 827 No 0.0397341222
1 829 Yes -0.0174024556
1 831 No 0.00159951111
1 832 Yes 0.0360653556
1 835 Yes -0.0326745556
1 837 No 0.0318882222
1 838 No 0.00209218889
1 839 No 0.0100856222
1 841 No 0.0148217444
1 842 No 0.0417463556
1 844 No 0.0436693111
1 845 No 0.109944511
1 857 Yes 0.0136749222
1 858 No 0.0431559222
1 859 No 0.0745472222
1 860 Yes -0.0102253
1 862 Yes -0.0376890889
1 863 No -0.00985491111
1 864 No -0.0261732667
1 865 No 0.0206275111
1 868 No 0.0189693333
1 869 Yes 0.0127442778
1 870 No -0.0178984444
1 871 No 0.0362021
1 872 No -0.0173550556
1 873 No 0.0434687778
1 874 No 0.0737436111
1 886 No 0.0649672333
1 887 No -0.00919746667
1 888 Yes -0.0115611111
1 889 No 0.0337181667
1 890 No 0.00420634444
1 891 No -0.0422869222
1 892 No 0.0308509222
1 893 No 0.0646299222
1 894 No -0.00414094444
1 895 No -0.0191351444
1 897 No 0.0672540667
1 898 No 0.0084851
1 899 No 0.0472423111
1 900 Yes 0.0342160667
1 901 No 0.0218606556
1 902 No 0.0145105111
1 903 No -0.00951313333
1 904 No 0.0210933222
1 905 No -0.0225615556
1 906 No 0.00454907778
1 907 No 0.0182613889
1 908 No 0.00668872222
1 909 No -0.0498919
1 911 No 0.131916378
1 912 No 0.0319892889
1 913 No -0.0202661556
1 915 No -0.0574990222
1 916 No 0.0360470333
1 917 No 0.0836885667
1 918 Yes -0.00924145556
1 919 Yes 0.0101768444
1 921 No 0.000177011111
1 922 No 0.0822724444
1 923 No -0.0121179889
1 927 No 0.0158080889
1 928 No 0.0599348889
1 929 Yes 0.0346654111
1 931 No -0.00182122222
1 932 No -0.00359185556
1 933 No 0.0145053333
1 934 No 0.0430585667
1 935 Yes 0.0569664667
1 936 Yes -0.0170680222
1 937 No 0.137752567
1 939 No -0.0580495778
1 940 Yes -0.0276261111
1 941 No 0.103508856
1 944 No 0.00763914444
1 945 No 0.0200742111
1 946 No 0.0116085
1 947 No -0.003009
1 948 No 0.065298
1 949 No 0.00310455556
1 951 Yes -0.00294538889
1 953 No 0.0722691111
1 954 No 0.0406016667
1 955 No 0.0292595222
1 956 No 0.0366183778
1 957 No -0.0328197667
1 958 No 0.105509278
1 975 Yes 0.0320758889
1 976 No 0.0079921
1 977 Yes -0.00901818889
1 979 No 0.0686402444
1 980 No 0.0334393111
1 981 No -0.000232211111
1 982 No 0.0413838889
1 983 No 0.0260155556
1 985 No 0.055813
1 987 No 0.0736576222
1 988 No 0.0163824667
1 989 No 0.106330189
1 990 Yes 0.0608587667
1 991 No 0.0125298333
1 992 No 0.0113177778
1 993 No 0.0202056778
1 994 No 0.00272753333
1 995 No -0.00810183333
1 996 No 0.00206543333
1 997 No 0.0688512556
1 998 No 0.0213879222
1 999 No 0.0807400556
1 1000 No -0.0127435667
1 1002 Yes -0.0279083556
1 1003 No -0.0438628222
1 1004 No 0.134926011
1 1005 No 0.0165360222
1 1006 Yes -0.00958821111
1 1008 No 0.0417614778
1 1011 No -0.0396281333
1 1013 No -0.0341509222
1 1014 No 0.106714178
1 1015 No 0.0772126556
1 1016 No -0.0289437556
1 1017 No 0.0510887778
1 1018 No 0.0674095556
1 1019 Yes 0.0163399667
1 1020 No 0.00254241111
1 1021 No 0.169765956
1 1022 No 0.0626521
1 1023 Yes 0.0438407333
1 1024 No 0.036684
1 1027 No 0.0572959778
1 1028 No 0.0675777556
1 1029 No 0.0293270778
1 1030 No 0.0279352333
1 1031 No 0.0408392222
1 1032 No 0.0254605222
1 1033 No 0.0295218111
1 1034 No 0.0213830778
1 1035 No -0.00485331111
1 1036 No -0.0126525778
1 1037 No -0.0205022556
1 1038 No 0.092176
1 1039 No -0.0172847444
1 1040 No 0.0969969444
1 1041 No 0.0021799
1 1042 No 0.0832300556
1 1043 No 0.0355980444
1 1045 No -0.00621197778
1 1046 No -0.0300120667
1 1047 No 0.0290343889
1 1048 Yes 0.0111394333
1 1049 No 0.0250059778
1 1050 No -0.0423064556
1 1051 No 0.0248823222
1 1052 No 0.0382963
1 1053 No 0.0130565111
1 1054 No 0.0175159333
1 1055 No 0.0165757556
1 1056 No 0.0191757111
1 1057 No 0.0056074
1 1059 No 0.0217985556
1 1060 No -0.00441222222
1 1061 Yes -0.0162661222
1 1062 No 0.00187432222
1 1064 No 0.0908060222
1 1065 No -0.000230433333
1 1066 No -0.0296186556
1 1067 No 0.0828649333
1 1068 No 0.0249469556
1 1069 No 0.0372871333
1 1070 No -0.0229626556
1 1071 Yes 0.0481257222
1 1072 No -0.0120336889
1 1073 No 0.0390581
1 1074 No 0.000521055556
1 1075 No -0.0285040111
1 1076 No -0.0261084778
1 1077 No -0.0171263444
1 1079 No 0.0293615778
1 1080 No 0.0148060111
1 1081 Yes -0.0321570222
1 1082 No 0.0139382444
1 1083 No 0.0192987667
1 1084 Yes 0.0577849444
1 1085 No 0.00391774444
1 1086 No 0.0492505556
1 1087 No -0.0108326
1 1088 No 0.0118363889
1 1089 No -0.0122766444
1 1090 No -0.00614522222
1 1091 No 0.0136486556
1 1092 No 0.103828844
1 1093 No -0.0163017111
1 1094 No -0.0143808444
1 1095 No 0.146587456
1 1096 No 0.00743277778
1 1097 No 0.00685985556
1 1098 No -0.0129451222
1 1099 No -0.00458618889
1 1100 No -0.00963935556
1 1101 No -0.0108653444
1 1102 No -0.027042
1 1103 No 0.0447777778
1 1104 No 0.0581486444
1 1105 No 0.0104291444
1 1106 No -0.000197322222
1 1107 No -0.0496848444
1 1108 No 0.0597886
1 1109 No -0.00315571111
1 1111 No 0.0549957556
1 1112 Yes 0.1468567
1 1113 No 0.0917895111
1 1114 No 0.0117316111
1 1115 No -0.0124115333
1 1116 Yes 0.00903914444
1 1117 No 0.0450850556
1 1118 No 0.0355388222
1 1119 No 0.00488542222
1 1120 No -0.0186192778
1 1121 No 0.0119938889
1 1122 Yes 0.0554310333
1 1123 Yes -0.0307733111
1 1124 No 0.00460827778
1 1125 No 0.0517942222
1 1126 Yes 0.00137251111
1 1127 Yes 0.0490781667
1 1128 No -0.0401981556
1 1129 No 0.0228395889
1 1130 No 0.0415361444
1 1131 No 0.0779826111
1 1132 No -0.0216423
1 1133 No -0.0278806444
1 1134 No 0.0638654444
1 1135 Yes 0.0870405333
1 1136 Yes -0.0157155667
1 1137 No 0.0121441333
1 1138 No 0.0461285222
1 1139 No -0.0192841667
1 1140 No -0.0163762667
1 1141 No -0.00849524444
1 1143 No 0.101301811
1 1144 No 0.0408837556
1 1145 Yes -0.0192820222
1 1147 No 0.0654603556
1 1148 No 0.0136011333
1 1149 No -0.0191676222
1 1150 No -0.0251000889
1 1151 Yes 0.0248990444
1 1152 No 0.0228742222
1 1153 Yes 0.100681189
1 1154 No -0.0250077333
1 1156 No -0.0175750444
1 1157 No 0.0145329444
1 1158 No -0.00586238889
1 1160 No 0.0834859111
1 1161 No -0.0172859111
1 1162 No -0.0331155222
1 1164 No 0.012865
1 1166 No 0.00948703333
1 1167 No 0.135446556
1 1168 No -0.00540227778
1 1169 No 0.0014459
1 1170 No -0.0173807778
1 1171 No 0.0344115
1 1172 No -0.00899083333
1 1173 No -0.00527188889
1 1174 No 0.00404015556
1 1175 No 0.0219561333
1 1176 No 0.0418913889
1 1177 No 0.0334137778
1 1178 No 0.00864681111
1 1179 No 0.130657544
1 1180 No 0.0624595111
1 1181 No 7.69333333e-05
1 1182 No 0.0498553889
1 1183 No 0.0139555333
1 1185 No -0.0298539889
