FID IID In_Regression PRS
1 1186 No 0.0373238333
1 1187 No -0.0328414444
1 1188 No -0.00923994444
1 1189 No 0.00806367778
1 1190 No 0.0866428444
1 1191 No 0.00947561111
1 1192 No -0.00137492222
1 1193 Yes 0.0449795
1 1194 No 0.00756751111
1 1195 No 0.0618777333
1 1196 No 0.0454345222
1 1197 No -0.0157008111
1 1199 No 0.0345342222
1 1200 No 0.0181110556
1 1201 No -0.0212770556
1 1203 No -0.000494711111
1 1204 No 0.0434091222
1 1205 No 0.100686656
1 1207 No 0.0143723
1 1208 No -0.00310351111
1 1209 No 0.0522781111
1 1210 No 0.0455695556
1 1211 No -0.0140472111
1 1213 No -0.000193144444
1 1215 No 0.0271024333
1 1216 No 0.0308239222
1 1219 No 0.0756132556
1 1220 No -0.00841514444
1 1221 No 0.0102843333
1 1222 No 0.0207391778
1 1223 No 0.00716315556
1 1224 No 0.0345321889
1 1225 No 0.0621022444
1 1226 No -0.0125515667
1 1227 No 0.0372215667
1 1228 No 0.00292874444
1 1229 No 0.0556037778
1 1230 No -0.0180687222
1 1231 No -0.0122279667
1 1232 No -0.0190381333
1 1233 No 0.0855374333
1 1234 No -0.000448377778
1 1235 No 0.0153791333
1 1236 No -0.0203900667
1 1237 No 0.00363453333
1 1238 No -0.00880898889
1 1239 No 0.0692494778
1 1240 Yes 0.0891995
1 1241 No -0.00215298889
1 1242 No 0.0364440889
1 1243 No 0.167117733
1 1244 Yes 0.0317650556
1 1245 No 0.0106574778
1 1246 No -0.0654257556
1 1247 No -0.00954087778
1 1248 No 0.0492115778
1 1251 No 0.0123906111
1 1252 No -0.0424208556
1 1253 No 0.0172319778
1 1254 No -0.0136699333
1 1255 No -0.0498919
1 1256 No -0.0242086111
1 1257 No -0.00890385556
1 1258 No 0.0175356889
1 1259 No 0.00287157778
1 1260 No 0.0109863889
1 1261 No 0.0162346889
1 1262 No -0.00359944444
1 1263 No -0.0359032111
1 1264 No 0.0554116333
1 1265 No 0.0135883889
1 1266 No 0.0456009222
1 1267 No 0.0561108111
1 1268 No -0.00626218889
1 1269 No 0.0392712444
1 1270 Yes -0.00897302222
1 1271 No 0.00722216667
1 1272 No 0.0404138667
1 1273 No 0.00617768889
1 1274 No 0.0196261222
1 1275 No 0.0163288333
1 1276 No 0.125724967
1 1277 No 0.00375401111
1 1278 No -0.0129871
1 1279 No 0.118881678
1 1280 No 0.000193244444
1 1281 No -0.0323662889
1 1282 No -0.0500084444
1 1283 No 0.0241261222
1 1285 No 0.0610911889
1 1286 No -0.00700816667
1 1287 No 0.0107077667
1 1288 No 0.0627235556
1 1289 No 0.0355824667
1 1290 No 0.0273974222
1 1291 No 0.0272868
1 1292 No 0.0515960222
1 1293 No 0.0593582111
1 1294 No -0.00967483333
1 1295 No -0.00635185556
1 1296 No 0.00466798889
1 1297 No 0.00466798889
1 1298 No -0.0328002333
1 1299 No 0.0162580556
1 1300 Yes 0.0342366111
1 1301 No -0.0172134889
1 1302 No 0.046192
1 1303 No 0.0734471333
1 1304 No -0.00784986667
1 1305 No -0.0168302222
1 1306 No 0.0984801333
1 1307 No 0.0396498889
1 1308 No 0.0567895
1 1309 No 0.0376664778
1 1310 No 0.0112839222
1 1311 No 0.111549544
1 1312 No 0.0226305444
1 1313 No 0.0209212667
1 1314 No 0.0315436
1 1315 No 0.0216222889
1 1316 No -0.0332178222
1 1317 No 0.0565090333
1 1318 No -0.0224939444
1 1320 Yes 0.0126555556
1 1321 No 0.0367550556
1 1322 No 0.0995528333
1 1323 No 0.0935598556
1 1324 Yes 0.0309708111
1 1325 No 0.00394967778
1 1326 No -0.00347114444
1 1327 No 0.0288215333
1 1328 No 0.0129513333
1 1329 No 0.0826572222
1 1330 No 0.0102933667
1 1331 No 0.124202056
1 1332 Yes 0.0535658889
1 1333 Yes 0.0312417889
1 1334 No 0.0239899222
1 1335 No 0.0328529667
1 1336 No -0.0354067333
1 1337 No -0.0236254
1 1338 No 0.0481407
1 1339 No 0.0327760444
1 1340 No 0.0127889556
1 1341 No -0.00351373333
1 1342 No 0.0388863778
1 1343 No -3.49555556e-05
1 1344 No 0.0411259778
1 1345 No -0.016578
1 1346 No -0.0315936889
1 1347 No 0.00585696667
1 1348 No -0.0147768444
1 1349 No 0.00640631111
1 1350 No 0.00316723333
1 1351 No 0.0157942556
1 1352 No 0.0388341333
1 1353 No -0.0121685778
1 1354 No 0.0595455556
1 1355 No 0.0008998
1 1356 No 0.0299553
1 1357 No 0.00622753333
1 1358 No 0.0182977333
1 1359 No -0.000575344444
1 1360 No 0.00870774444
1 1361 No -0.00530852222
1 1362 No 0.0191025444
1 1363 No -0.022107
1 1364 No 0.0274851778
1 1365 No -0.000862488889
1 1366 No -0.0335990556
1 1367 Yes 0.0179925444
1 1368 No -0.0110729222
1 1370 No -0.00339933333
1 1371 No 0.0111667
1 1372 No -0.0165087667
1 1373 No -0.00690054444
1 1374 No -0.00687686667
1 1375 No 0.0439602
1 1376 No 0.000214533333
1 1377 No 0.0327318333
1 1378 No -0.0343580444
1 1379 No -0.00282071111
1 1380 No 0.0921764333
1 1381 No 0.0179677333
1 1382 No 0.00650768889
1 1383 No -0.000720544444
1 1384 No -0.00129346667
1 1385 No 0.0490825333
1 1386 No 0.0645440333
1 1387 No 0.0480078778
1 1388 No -0.0301105667
1 1389 No 0.0850093444
1 1390 No 0.0350942333
1 1391 No 0.0422012333
1 1392 No 0.0712811333
1 1393 No 0.0134028444
1 1394 Yes -0.0179018333
1 1395 No 0.00388253333
1 1396 No 0.0609264111
1 1397 Yes 0.0731794889
1 1398 No 0.0219802444
1 1399 No 0.00666918889
1 1400 No -0.0255362444
1 1401 No 0.0172079444
1 1402 Yes 0.0374744
1 1403 Yes 0.0341415889
1 1404 No 0.0309675889
1 1405 No 0.102557356
1 1406 No -0.00842253333
1 1428 No -0.00821326667
1 1439 No -0.0560534667
1 1440 No 0.0339509556
1 1442 No -0.00598324444
1 1443 No 0.0628490778
1 1444 No -0.00142562222
1 1445 No 0.0198738
1 1446 No -0.00232224444
1 1447 No 0.0530763556
1 1448 No 0.0262882333
1 1449 No -0.0682184778
1 1450 No 0.000892422222
1 1451 No 0.0125438333
1 1452 No 0.0203373667
1 1453 No 0.0356758889
1 1454 No 0.00208692222
1 1455 No -0.00391923333
1 1456 No 0.0236534111
1 1457 No 0.0764396444
1 1458 No 0.0148441889
1 1459 No 0.0544879333
1 1460 Yes -0.0211689111
1 1461 No 0.0193435
1 1462 No 0.0316386667
1 1463 No -0.0346631222
1 1464 No 0.112453
1 1465 No 0.0551923556
1 1466 No 0.0429882444
1 1467 No 0.0648802
1 1468 No 0.0180692556
1 1469 No -0.0124338556
1 1470 No 0.106844222
1 1471 No -0.00415408889
1 1472 No 0.173871467
1 1473 No 0.0313734111
1 1474 No -0.0501206333
1 1475 No 0.0852539667
1 1476 Yes 0.0344815556
1 1478 No -0.0235330222
1 1479 No -0.0169464667
1 1480 No -0.0199277444
1 1481 No 0.0245708556
1 1482 No 0.0278244222
1 1483 No 0.1222988
1 1484 No 0.0380724667
1 1485 No -0.0173829222
1 1486 No 0.00588085556
1 1487 No 0.126777678
1 1488 No 0.0163546222
1 1489 No -0.0351373333
1 1490 No -0.0195959333
1 1492 No 0.0244061778
1 1493 No 0.0120977889
1 1494 No -0.00919092222
1 1495 Yes -0.0027165
1 1496 No -0.00210122222
1 1497 No -0.0222634667
1 1498 No -0.0255557778
1 1499 No 0.00901877778
1 1500 Yes 0.0601376667
1 1502 No 0.0447537778
1 1503 No 0.00398816667
1 1504 No 0.0162876
1 1505 No -0.0216513111
1 1506 Yes 0.0490439778
1 1507 No -0.0313582667
1 1508 No 0.0105027556
1 1509 No -0.0324784778
1 1510 No 0.0404669111
1 1511 No -0.0166014889
1 1512 No 0.0412844
1 1513 No 0.00846113333
1 1514 No -0.0240964222
1 1515 No -0.0102179444
1 1516 No -0.0299940222
1 1517 No 0.0062571
1 1518 No -0.00517796667
1 1519 No 0.0643755444
1 1520 No 0.0803153222
1 1521 No 0.0409681111
1 1522 No 0.000487455556
1 1523 No 0.00284363333
1 1524 No 0.0518953667
1 1525 No -0.0173807778
1 1526 No 0.0130394111
1 1527 No 0.0281340333
1 1528 No 0.0174653778
1 1530 Yes -0.0133616333
1 1531 Yes 0.0327541667
1 1532 No -0.0333738444
1 1533 No 0.0801143667
1 1534 Yes 0.0817265444
1 1535 No -0.0323640778
1 1536 No 0.00880833333
1 1537 No -0.0179508
1 1538 No 0.0749918444
1 1539 No -0.0225251222
1 1540 No 0.00642584444
1 1541 No -0.0335809
1 1542 No 0.0067651
1 1543 No 0.0156903
1 1544 No -0.0179508
1 1545 No 0.015441
1 1546 No -0.0349085333
1 1547 No 0.0300694556
1 1549 No 0.0114870556
1 1550 No -0.00943552222
1 1551 No -0.000520955556
1 1552 No 0.00606114444
1 1553 No 0.0939382444
1 1555 No -0.00919961111
1 1556 No 0.0485319444
1 1557 No 0.0160705111
1 1558 No -0.0268674
1 1559 No -0.0159948667
1 1560 No -0.00108901111
1 1561 Yes 0.0468893222
1 1562 Yes 0.0415173111
1 1563 No -0.00216248889
1 1564 No 0.0751752333
1 1565 Yes -0.00151426667
1 1566 No 0.0710916889
1 1567 No -0.00393246667
1 1568 Yes 0.0430414222
1 1569 No 0.0345797667
1 1570 No 0.00651566667
1 1571 No -0.00168384444
1 1572 No 0.177719444
1 1573 No 0.00777417778
1 1574 No 0.0379104778
1 1575 No -0.0272382222
1 1577 No 0.00321
1 1578 No 0.0201181778
1 1579 No -0.0587144667
1 1580 No 0.0908836111
1 1581 No -0.0184125444
1 1582 No 0.0490598444
1 1583 No 0.0092334
1 1584 No 0.1064087
1 1585 No 0.000962944444
1 1586 No 0.110851056
1 1587 No 0.00611786667
1 1588 No 0.0329563444
1 1589 No 0.0674056111
1 1590 No 0.00254246667
1 1591 No -0.0189049556
1 1592 No 0.0566861556
1 1593 No 0.0110130778
1 1594 No 0.0722843667
1 1595 No 0.0025583
1 1597 No 0.0562572333
1 1598 No 0.124678878
1 1599 No -0.00839313333
1 1600 No -0.00270981111
1 1601 No -0.0314781556
1 1602 No 0.0898283
1 1603 No 0.0070101
1 1604 No -0.0173695778
1 1605 No 0.0695270778
1 1606 No -0.0224804333
1 1607 No 0.0796665778
1 1608 No -0.00836807778
1 1609 No 0.0898283
1 1610 No -0.0027104
1 1611 No -0.0568305444
1 1612 No 0.00559331111
1 1613 No 0.0370193111
1 1614 No 0.0386301556
1 1615 No -0.00888101111
1 1616 No -0.0055837
1 1617 No -0.00280074444
1 1618 No 0.00941017778
1 1619 No -0.0268418333
1 1620 No -0.000611255556
1 1621 No 0.0258878778
1 1622 No -0.00621197778
1 1623 No 0.0228313556
1 1624 No 0.102640378
1 1625 No 0.0112926
1 1626 No -0.0331433667
1 1627 No 0.0231085778
1 1628 No 0.0579273111
1 1629 No -0.00140693333
1 1630 No 0.00625931111
1 1631 No 0.00621711111
1 1632 Yes 0.0426969222
1 1633 Yes -0.0328197667
1 1634 No -0.0189222111
1 1635 No 0.00233845556
1 1637 No -0.0342458556
1 1638 No 0.0918408111
1 1640 No 0.0450538556
1 1641 No 0.0064022
1 1642 No -0.00193562222
1 1643 No 0.0335016
1 1644 No -0.0180846667
1 1645 No 0.0217236667
1 1646 No 0.0275869222
1 1647 No 0.0156936889
1 1649 No 0.0954504778
1 1650 No -0.0132178333
1 1651 No 0.0410135222
1 1652 No 0.0210708667
1 1653 No 0.00694522222
1 1654 No 0.0183701333
1 1656 No 0.0256529222
1 1657 No -8.76111111e-05
1 1658 No 0.0568293111
1 1659 No 0.223225111
1 1660 No -0.00405835556
1 1661 No 0.0306439333
1 1662 No 0.0842027444
1 1663 No 0.131644556
1 1664 No 0.00734527778
1 1665 No -0.0166036333
1 1667 No 0.0138103889
1 1668 No -0.0247591667
1 1669 No -0.0105636556
1 1670 No -0.00258255556
1 1672 No -0.0170716667
1 1673 No 0.00670088889
1 1674 No 0.0616907889
1 1675 No -0.0266604111
1 1676 No 0.00634911111
1 1678 No 0.0152746111
1 1679 No 0.000844066667
1 1680 No -0.0253291889
1 1683 No 0.0336026556
1 1685 No -0.0166231667
1 1686 No 0.000307188889
1 1687 No 0.0320310556
1 1688 No 0.0184721333
1 1689 No 0.0350562111
1 1691 No 0.0541152778
1 1692 No 0.0746431556
1 1693 No 0.0330620222
1 1694 No -0.0260903222
1 1696 No 0.0226581667
1 1700 No -0.0388071556
1 1704 No 0.00943413333
1 1705 No 0.0250284111
1 1708 No 0.00351742222
1 1710 No 0.0165358
1 1711 No 0.0784252667
1 1713 No -0.0109738
1 1715 No 0.00375111111
1 1716 No 0.0553583333
1 1717 No 0.0162985
1 1719 No -0.0168323667
1 1720 No 0.110918189
1 1721 No 0.111364156
1 1722 No -0.0497775
1 1723 No 0.0706094
1 1724 No 0.00642696667
1 1726 No 0.0161601667
1 1730 No 0.0294111889
1 1733 No 0.0069046
1 1735 No 0.0896748222
1 1736 No -0.00867185556
1 1737 No 0.00674348889
1 1738 No 0.1019562
1 1740 No 0.00438036667
1 1741 Yes 0.000421422222
1 1742 No -0.0422137333
1 1743 Yes 0.124572989
1 1744 No 0.0558139444
1 1747 No 0.0390378111
1 1751 Yes 0.0365680556
1 1752 No 0.0332929222
1 1753 No -0.00424681111
1 1755 No 0.0773987889
1 1756 No 0.0157843444
1 1757 No -0.0380373
1 1758 No -0.0328197667
1 1759 No 0.0424354889
1 1760 No 0.0714755
1 1761 No 0.0276259333
1 1762 No 0.0207105444
1 1763 No 0.0113727222
1 1765 No 0.00185337778
1 1767 No 0.0053227
1 1770 Yes 0.0535637778
1 1772 No -0.0143013111
1 1773 No 0.0227132333
1 1774 No 0.0410790556
1 1775 No -0.0048361
1 1776 No 0.116839767
1 1778 No 0.000499511111
1 1780 No 0.029352
1 1781 No 0.0223197
1 1782 No -0.0353142444
1 1783 Yes 0.00466463333
1 1785 No 0.0405043444
1 1787 No 0.0344597556
1 1791 No -0.00265177778
1 1792 No 0.206421489
1 1794 No 0.0118181111
1 1798 No -0.0327075778
1 1799 No -0.0238676889
1 1800 Yes 0.0421948778
1 1801 No 0.0678781667
1 1802 No 0.0778340889
1 1803 No 0.00491266667
1 1804 No 0.0603811333
1 1805 Yes 0.112678444
1 1808 No 0.0515176667
1 1809 No -0.0143227889
1 1810 No -0.0487894111
1 1811 No -0.0412039667
1 1812 No 0.0456378778
1 1813 No -0.00325874444
1 1814 Yes 0.0349356556
1 1815 No 0.00122357778
1 1816 No 0.0251602
1 1817 No 0.00909861111
1 1818 No 0.189993567
1 1819 No 0.0308507444
1 1820 No 0.0109113667
1 1821 No 0.00356335556
1 1822 No 0.0486705778
1 1823 No 0.134089511
1 1825 No -0.0154847889
1 1826 Yes 0.0455933333
1 1827 No 0.0127854778
1 1828 No -0.00910704444
1 1829 No 0.0572386889
1 1830 No 0.0155542556
1 1831 No -0.0191381
1 1832 No -6.35111111e-05
1 1833 No 0.0420089111
1 1834 Yes 0.0652228889
1 1835 No 0.0582232556
1 1836 No 0.100374111
1 1837 No 0.0197402556
1 1838 No -0.0143932444
1 1839 No 0.0213734778
1 1840 No 0.0317041667
1 1841 No -0.00114146667
1 1842 No 0.0601780222
1 1843 No -0.0060925
1 1844 No 0.0194585889
1 1845 No 0.0256790111
1 1846 No 0.0093287
1 1847 No 0.163906722
1 1848 No -0.0444147556
1 1849 Yes -0.0168646111
1 1850 No -0.0141141
1 1852 No -0.00973793333
1 1853 No 0.0633965667
1 1854 No 0.0121345222
1 1855 No 0.0328629444
1 1856 Yes 0.0232947222
1 1857 No -0.0330011889
1 1859 No -0.0278146222
1 1860 No 0.0276941667
1 1861 No -0.0337753778
1 1862 No -0.0168302222
1 1863 No -0.0179508
1 1864 No 0.100596233
1 1865 No 0.0322847222
1 1866 No 0.115499144
1 1867 No 0.0685818889
1 1868 No 0.0296175556
1 1869 No -0.000949277778
1 1870 No 0.0111408333
1 1872 No -0.0174002444
1 1873 No 0.0462673111
1 1874 No 0.109160033
1 1875 No -0.0332776
1 1876 No -0.00161416667
1 1877 No 0.0292133444
1 1878 No 0.00680018889
1 1879 No 0.0309002667
1 1880 No -0.0202712444
1 1881 No 0.0914759222
1 1882 No -0.0359217778
1 1884 No 0.0235561
1 1885 No -0.00461971111
1 1886 Yes 0.0101039556
1 1887 No 0.0386846111
1 1888 Yes 0.0443084444
1 1889 No 0.0585786889
1 1890 No 0.0886186444
1 1891 No -0.00396563333
1 1892 Yes 0.0520576778
1 1893 No 0.0158143333
1 1894 No 0.0216894667
1 1896 No 0.0206660667
1 1897 No 0.0535483889
1 1898 No 0.0287316111
1 1899 No 0.0245126667
1 1900 No 0.0297568333
1 1901 No 0.0510074556
1 1902 No 0.0637739444
1 1903 No 0.0138308889
1 1904 No 0.0014487
1 1905 No 0.0339603333
1 1906 No -0.0165143889
1 1907 No 0.0810431444
1 1908 No 0.0855919444
1 1909 No 0.0926409667
1 1910 No 0.0519488667
1 1911 No -0.00587105556
1 1912 No 0.0241027667
1 1913 No -0.00922524444
1 1914 No -0.0168302222
1 1915 No 0.0658788889
1 1916 No 0.0110206667
1 1917 No -0.0331433667
1 1918 No 0.0422932667
1 1919 No -0.00846984444
1 1920 No -0.0247591
1 1921 No -0.0217161778
1 1922 Yes 0.102831578
1 1923 No 0.00928223333
1 1924 No 0.0490391444
1 1925 No 0.0101441222
1 1926 No 0.0701054111
1 1927 No -0.00862411111
1 1928 No -0.0187007333
1 1929 No 0.0329140333
1 1930 No 0.0301265
1 1931 No 0.0217228111
1 1932 No -0.0336953
1 1933 No 0.0714814889
1 1934 No 0.0297866333
1 1935 No 0.0385919889
1 1936 No -0.0338061111
1 1937 Yes -0.00421207778
1 1938 No 0.000813177778
1 1939 No 0.000847522222
1 1940 No 0.0255023222
1 1941 No 0.0828179778
1 1943 No -0.00676253333
1 1944 No 0.0149624778
1 1945 No -0.0148025778
1 1946 No -0.00722091111
1 1947 No 0.00993068889
1 1948 No 0.00571896667
1 1949 No 0.0390646222
1 1950 No 0.0217984222
1 1951 No 0.00374893333
1 1952 No 0.0391743
1 1953 No 0.0153391444
1 1954 No 0.00633424444
1 1957 No 0.00648738889
1 1958 No 0.0572228
1 1965 Yes 0.050548
1 1966 Yes -0.0145136667
1 1967 No 0.0087747
1 1975 No 0.00726492222
1 1976 No -0.00234752222
1 1977 No 0.0493354889
1 1978 No 0.0231641667
1 1979 No 0.0361230222
1 1980 No 0.0316049556
1 1981 No 0.00118373333
1 1982 No 0.0784875778
1 1983 No 0.0539989333
1 1984 No 0.114246556
1 1985 No -0.0126637556
1 1986 No 0.00797231111
1 1987 No 0.000675233333
1 1988 No -0.0202571
1 1989 No 0.0140390778
1 1990 No 0.0119178
1 1991 No 0.0298770667
1 1992 No 0.0646849222
1 1993 No 0.00175116667
1 1994 No 0.00320684444
1 1995 No 0.0329760556
1 1996 No -0.0218384889
1 1997 No 0.111399367
1 1998 No 0.0286735556
1 1999 No 0.0134970778
1 2000 No 0.0994658222
1 2001 No -0.0150720444
1 2002 No 0.0841465556
1 2003 No 0.0238388778
1 2004 No 0.0583871889
1 2005 No -0.0130071889
1 2006 No 0.0250220556
1 2007 No -0.0178226667
1 2008 No -0.00354412222
1 2009 No 0.000351022222
1 2010 No -0.0360327
1 2011 No -0.0175668
1 2012 No 0.0926041667
1 2013 Yes 0.162592344
1 2014 No 0.00572058889
1 2015 No 0.0516770556
1 2016 No -0.00118632222
1 2017 No -0.00866176667
1 2018 Yes 0.0284367444
1 2019 Yes 0.100413433
1 2020 No 0.0145752556
1 2021 No -0.0212901444
1 2022 No -0.0124268111
1 2023 No -0.0086044
1 2024 No -0.000767855556
1 2025 No -0.0152246889
1 2026 No 0.0371959556
1 2027 No 0.00692778889
1 2028 No 0.021871
1 2029 No 0.0574966778
1 2030 No 0.0391140778
1 2031 No 0.00147933333
1 2032 No -0.00396024444
1 2033 No -0.0340109556
1 2034 No 0.0323043333
1 2035 No 0.0213232333
1 2036 No -0.0118219333
1 2037 Yes 0.0462637
1 2038 No 0.0432833222
1 2039 No 0.163221078
1 2040 No 0.0726031889
1 2041 No 0.0406604
1 2042 No 0.0143331111
1 2043 No 0.054631
1 2044 Yes 0.0188147
1 2045 No -0.0304337667
1 2046 Yes 0.0597592
1 2047 No 0.0358883111
1 2048 No 0.105716944
1 2049 Yes -0.0174763333
1 2051 No 0.0832607222
1 2052 No 0.1205958
1 2053 No -0.000388611111
1 2054 Yes -0.0135844333
1 2056 No -0.0178428889
1 2058 Yes 0.0690334778
1 2059 No -0.00493761111
1 2060 No 0.0706177889
1 2062 No 0.0130474333
1 2063 No 0.0509016778
1 2064 No 0.0371077
1 2066 No 0.150558256
1 2067 No -0.0240015556
1 2068 No 0.0781922778
1 2069 No -0.0138606111
1 2070 No -0.0214531778
1 2071 No 0.0205233
1 2072 No -0.000278488889
1 2073 Yes 0.0328651444
1 2074 No 0.0361441667
1 2075 No 0.00218088889
1 2076 No 0.0508183333
1 2077 No 0.00118186667
1 2078 No 0.0109127111
1 2079 No 0.0238657
1 2080 No -0.0097213
1 2081 Yes 0.0534731556
1 2082 No -0.031587
1 2083 No -0.0120522667
1 2084 No 0.0268723444
1 2085 No -1.10777778e-05
1 2086 No 0.0181116889
1 2087 No 0.103166233
1 2088 No 0.0119199444
1 2089 No 0.0528257556
1 2090 No 0.148240689
1 2091 No 0.0239067889
1 2092 No -0.0106582889
1 2093 Yes 0.00715938889
1 2094 No 0.0686209
1 2095 No 0.0156451444
1 2096 No 0.0410707222
1 2097 No 0.000212622222
1 2098 No -0.00598324444
1 2099 No -0.0225733889
1 2100 No -0.00754182222
1 2101 No 0.0241228556
1 2103 No -0.0430857444
1 2106 No 0.188226989
1 2107 No -0.0217458333
1 2108 No -0.00727621111
1 2109 No 0.0678587778
1 2110 No 0.204702367
1 2111 No 0.0409370222
1 2112 No 0.0113209556
1 2113 No 0.198348667
1 2114 No -0.00622887778
1 2115 No 0.0850642
1 2117 No -0.0287235444
1 2118 No 0.0637257222
1 2119 No 0.139266444
1 2120 No 0.0065185
1 2121 No -0.0300771778
1 2122 No 0.00761078889
1 2123 No 0.0575091111
1 2124 No 0.0396280111
1 2125 No -0.0133048778
1 2126 No -0.0328197667
1 2127 No 0.0452877111
1 2128 No -0.00779813333
1 2129 No 0.0714229222
1 2130 No 0.0299342889
1 2131 No -0.0112135111
1 2132 No -0.0138740222
1 2133 Yes -0.0164914444
1 2134 No 0.140048756
1 2135 No 0.0534209
1 2136 No 0.0874708444
1 2137 No 0.1612377
1 2138 Yes 0.103696567
1 2139 Yes 0.0279668111
1 2140 No 0.0371854
1 2141 No 0.0971760889
1 2142 Yes -0.0401981556
1 2143 Yes 0.0489943889
1 2144 No 0.0587747333
1 2145 No 0.0344209778
1 2146 Yes 0.0575761778
1 2147 No -0.0284311333
1 2148 No 0.269613111
1 2149 No -0.000452244444
1 2150 Yes 0.00450085556
1 2151 No -0.0341314556
1 2153 No 0.0113015556
1 2154 No -0.0206699333
1 2155 No 0.0455504556
1 2156 No 0.0288834556
1 2157 No 0.0162288889
1 2158 No 0.00327056667
1 2159 No 0.0218575778
1 2160 No -0.0268869333
1 2161 Yes 0.0303335556
1 2162 Yes 0.0314416667
1 2164 No 0.0109695222
1 2165 No 0.0890667333
1 2166 No -0.00150483333
1 2167 No 0.0689443
1 2168 No -0.0322553
1 2169 No -0.0122138222
1 2170 No -0.00858203333
1 2171 No 0.0206917667
1 2172 No 0.0259198889
1 2173 No -0.0248713556
1 2174 No 0.0496077333
1 2175 No 0.0181295333
1 2176 No 0.0155530222
1 2177 No 0.0674740222
1 2178 No 0.0360596667
1 2180 No 0.0100835333
1 2181 No 0.0322008222
1 2182 No 0.0398515556
1 2183 No -0.0190018667
1 2184 No 0.142018089
1 2185 No 0.0621101444
1 2186 No 0.0106777111
1 2187 No 0.119287178
1 2188 No 0.0527496444
1 2189 No 0.0397804222
1 2190 No 0.0222598667
1 2191 No 0.0333019222
1 2192 No -0.000934411111
1 2193 No -0.0353450778
1 2194 No 0.00141975556
1 2195 No 0.0442532889
1 2196 No 0.0557852778
1 2197 No 0.0424264444
1 2198 No 0.0207234333
1 2199 No -7.62111111e-05
1 2200 No -0.00772103333
1 2201 No 0.0703802444
1 2202 No -0.000777344444
1 2203 No -0.00317051111
1 2204 No -0.00960412222
1 2207 No 0.102699478
1 2208 Yes 0.0153613889
1 2210 No 0.0342404444
1 2211 No 0.0787907556
1 2212 No -0.00741571111
1 2213 Yes 0.123154467
1 2214 No 0.0188848111
1 2215 No 0.0287984444
1 2216 No 0.0167236
1 2217 No 0.00382792222
1 2218 No 0.0123407333
1 2219 No -0.00381717778
1 2220 No 0.0145981
1 2221 No 0.113029389
1 2222 Yes 0.0896414444
1 2223 No 0.0053734
1 2224 No 0.0281650778
1 2225 No -0.00138543333
1 2226 No 0.0479142778
1 2227 No -0.00168804444
1 2228 No 0.0264555
1 2229 No 0.0562137778
1 2230 Yes 0.0135631
1 2231 No 0.0290294222
1 2233 Yes 0.000715966667
1 2234 No 0.0154535444
1 2235 No 0.0152563889
1 2236 No 0.0641748333
1 2237 No -0.0246664444
1 2238 No -0.0408630444
1 2239 No -0.0403124889
1 2241 No 0.120923422
1 2243 No 0.0200252222
1 2244 Yes -0.0104490222
1 2245 No 0.000875688889
1 2246 No 0.00394182222
1 2247 Yes -0.0216119667
1 2248 No -0.0264338222
1 2249 Yes -0.0254435222
1 2250 No -0.0106916111
1 2251 No -0.0174622333
1 2252 Yes 0.0513154556
1 2253 No 0.0478775333
1 2254 No 0.122767267
1 2255 No -0.00522188889
1 2256 No 0.00579991111
1 2257 No 0.0421351222
1 2258 Yes 0.0531210333
1 2259 No 0.0114362111
1 2260 Yes -0.00346331111
1 2261 No 0.0280324444
1 2262 Yes 0.103717122
1 2263 No 0.0241978667
1 2266 No 0.0117033667
1 2269 No 0.0150343444
1 2271 Yes 0.00161086667
1 2272 Yes 0.0142593333
1 2273 Yes 0.0668430556
1 2274 No 0.0628784333
1 2275 Yes -0.0193601222
1 2276 Yes 0.0113321667
1 2277 No 0.0752380667
1 2278 No -0.00131628889
1 2279 No -0.0123074111
1 2280 No -0.0172685222
1 2281 No -0.0259759889
1 2282 No 0.0367956556
1 2283 No 0.0589615333
1 2284 No 0.0418788889
1 2285 No 0.0146444556
1 2286 No 0.0232341778
1 2303 No 0.0827778556
1 2304 No -0.0137974222
1 2305 No -0.0312858444
1 2306 No 0.0271373222
1 2308 No -0.0265460111
1 2316 No 0.0211430111
1 2320 Yes 0.0163797222
1 2321 No 0.163721967
1 2323 No 0.0776486778
1 2324 No 0.0317213333
1 2326 No 0.131640722
1 2327 No 0.0276666556
1 2329 No 0.0223693889
1 2330 Yes 0.0771257778
1 2331 Yes 0.0380692333
1 2333 No 0.00487267778
1 2334 No 0.0197779444
1 2335 No -0.0113964667
1 2336 No 0.0330564
1 2337 Yes 0.0306104222
1 2338 Yes 0.0495285333
1 2339 No -0.0559390667
1 2340 No -0.0113964667
1 2341 Yes 0.0302984889
1 2342 No 0.00443226667
1 2343 No 0.0367045778
1 2344 No -0.00598538889
1 2345 No 0.0690551889
1 2346 No 0.0142593333
1 2347 Yes 0.0513999
1 2349 Yes 0.00303171111
1 2350 No 0.0900482778
1 2351 Yes 0.0322195667
1 2352 Yes 0.0632723222
1 2353 No 0.210619378
1 99999 No 0.0438331
1 999984 No -0.00910695556
1 999985 No -0.0493399667
1 999988 No 0.0378756444
1 999996 No 0.0288588667
1 999997 No 0.0162914333
2 1677 No 0.0623114222
3 1706 No 0.026746
3 2325 No -0.0104490222
4 1681 No 0.0763041
4 2264 No 0.0317213333
5 1731 No 0.0267154333
5 2322 Yes -0.0264338222
6 1690 No 0.00646723333
